Common.Name,Latin.Name,A.not.B.Y.N,Cylinder.Y.N,Task,Score,Composite.Score,Sex,Age,Population,Subject
olive baboon,Papio anubis,Y,Y,A.not.B.Task,100,88.1,F,3,Seneca Park Zoo,Pearl
olive baboon,Papio anubis,Y,Y,A.not.B.Task,100,88.1,F,17,Seneca Park Zoo,Pepperella
olive baboon,Papio anubis,Y,N,A.not.B.Task,100,88.1,F,4,Seneca Park Zoo,Pimento
olive baboon,Papio anubis,Y,Y,A.not.B.Task,100,88.1,F,4,Seneca Park Zoo,Sabina
olive baboon,Papio anubis,Y,Y,A.not.B.Task,100,88.1,F,13,Seneca Park Zoo,Ursula
orange-winged amazon,Amazona amazonica,Y,Y,Cylinder.Task,50.8,30.4,F,unknown,University of St. Andrews,BUL - Tulip
orange-winged amazon,Amazona amazonica,N,Y,Cylinder.Task,50.8,30.4,M,unknown,University of St. Andrews,BUR - Benny
orange-winged amazon,Amazona amazonica,Y,Y,Cylinder.Task,50.8,30.4,M,unknown,University of St. Andrews,GDL - Ricky
orange-winged amazon,Amazona amazonica,Y,Y,Cylinder.Task,50.8,30.4,M,unknown,University of St. Andrews,GYLSR - Freckles
orange-winged amazon,Amazona amazonica,Y,Y,Cylinder.Task,50.8,30.4,F,unknown,University of St. Andrews,LGR - Belle
orange-winged amazon,Amazona amazonica,N,Y,Cylinder.Task,50.8,30.4,F,unknown,University of St. Andrews,OL - Piglet
orange-winged amazon,Amazona amazonica,Y,Y,Cylinder.Task,50.8,30.4,M,unknown,University of St. Andrews,OR - Simon
orange-winged amazon,Amazona amazonica,Y,Y,Cylinder.Task,50.8,30.4,M,unknown,University of St. Andrews,PIL - Rocky
orange-winged amazon,Amazona amazonica,Y,Y,Cylinder.Task,50.8,30.4,M,unknown,University of St. Andrews,PIR - Bo
orange-winged amazon,Amazona amazonica,Y,Y,Cylinder.Task,50.8,30.4,M,unknown,University of St. Andrews,PUR - Pete
orange-winged amazon,Amazona amazonica,Y,Y,Cylinder.Task,50.8,30.4,M,unknown,University of St. Andrews,RR - Stumpy
orange-winged amazon,Amazona amazonica,Y,Y,Cylinder.Task,50.8,30.4,F,unknown,University of St. Andrews,SR - Penny
orange-winged amazon,Amazona amazonica,Y,Y,A.not.B.Task,10,30.4,F,unknown,University of St. Andrews,BUL - Tulip
orange-winged amazon,Amazona amazonica,N,Y,A.not.B.Task,10,30.4,M,unknown,University of St. Andrews,BUR - Benny
orange-winged amazon,Amazona amazonica,Y,Y,A.not.B.Task,10,30.4,M,unknown,University of St. Andrews,GDL - Ricky
orange-winged amazon,Amazona amazonica,Y,Y,A.not.B.Task,10,30.4,M,unknown,University of St. Andrews,GYLSR - Freckles
orange-winged amazon,Amazona amazonica,Y,Y,A.not.B.Task,10,30.4,F,unknown,University of St. Andrews,LGR - Belle
orange-winged amazon,Amazona amazonica,N,Y,A.not.B.Task,10,30.4,F,unknown,University of St. Andrews,OL - Piglet
orange-winged amazon,Amazona amazonica,Y,Y,A.not.B.Task,10,30.4,M,unknown,University of St. Andrews,OR - Simon
orange-winged amazon,Amazona amazonica,Y,Y,A.not.B.Task,10,30.4,M,unknown,University of St. Andrews,PIL - Rocky
orange-winged amazon,Amazona amazonica,Y,Y,A.not.B.Task,10,30.4,M,unknown,University of St. Andrews,PIR - Bo
orange-winged amazon,Amazona amazonica,Y,Y,A.not.B.Task,10,30.4,M,unknown,University of St. Andrews,PUR - Pete
orange-winged amazon,Amazona amazonica,Y,Y,A.not.B.Task,10,30.4,M,unknown,University of St. Andrews,RR - Stumpy
orange-winged amazon,Amazona amazonica,Y,Y,A.not.B.Task,10,30.4,F,unknown,University of St. Andrews,SR - Penny
orangutan,Pongo pygmaeus,N,Y,Cylinder.Task,99.1,95.4,F,22,MPI - Leipzig,Dokana
orangutan,Pongo pygmaeus,N,Y,Cylinder.Task,99.1,95.4,F,11,MPI - Leipzig,Kila
orangutan,Pongo pygmaeus,N,Y,Cylinder.Task,99.1,95.4,F,13,MPI - Leipzig,Padana
orangutan,Pongo pygmaeus,N,Y,Cylinder.Task,99.1,95.4,F,23,MPI - Leipzig,Pini
orangutan,Pongo pygmaeus,N,Y,Cylinder.Task,99.1,95.4,F,7,MPI - Leipzig,Raaja
orangutan,Pongo pygmaeus,Y,N,Cylinder.Task,99.1,95.4,M,10,MPI-Leipzig,Bimbo
orangutan,Pongo pygmaeus,Y,N,Cylinder.Task,99.1,95.4,F,38,MPI-Leipzig,Dunja
orangutan,Pongo pygmaeus,Y,N,Cylinder.Task,99.1,95.4,F,13,MPI-Leipzig,Padana
orangutan,Pongo pygmaeus,Y,N,Cylinder.Task,99.1,95.4,F,23,MPI-Leipzig,Pini
orangutan,Pongo pygmaeus,Y,N,Cylinder.Task,99.1,95.4,F,7,MPI-Leipzig,Toba
orangutan,Pongo pygmaeus,Y,N,Cylinder.Task,99.1,95.4,M,21,MPI-Leipzig,Walter
orangutan,Pongo pygmaeus,Y,Y,Cylinder.Task,99.1,95.4,F,13,National Zoo,Batang
orangutan,Pongo pygmaeus,Y,Y,Cylinder.Task,99.1,95.4,F,33,National Zoo,Bonnie
orangutan,Pongo pygmaeus,Y,Y,Cylinder.Task,99.1,95.4,F,23,National Zoo,Iris
orangutan,Pongo pygmaeus,Y,Y,Cylinder.Task,99.1,95.4,M,22,National Zoo,Kiko
orangutan,Pongo pygmaeus,Y,Y,Cylinder.Task,99.1,95.4,M,13,National Zoo,Kyle
orangutan,Pongo pygmaeus,Y,Y,Cylinder.Task,99.1,95.4,F,37,National Zoo,Lucy
orangutan,Pongo pygmaeus,N,Y,A.not.B.Task,91.7,95.4,F,22,MPI - Leipzig,Dokana
orangutan,Pongo pygmaeus,N,Y,A.not.B.Task,91.7,95.4,F,11,MPI - Leipzig,Kila
orangutan,Pongo pygmaeus,N,Y,A.not.B.Task,91.7,95.4,F,13,MPI - Leipzig,Padana
orangutan,Pongo pygmaeus,N,Y,A.not.B.Task,91.7,95.4,F,23,MPI - Leipzig,Pini
orangutan,Pongo pygmaeus,N,Y,A.not.B.Task,91.7,95.4,F,7,MPI - Leipzig,Raaja
orangutan,Pongo pygmaeus,Y,N,A.not.B.Task,91.7,95.4,M,10,MPI-Leipzig,Bimbo
orangutan,Pongo pygmaeus,Y,N,A.not.B.Task,91.7,95.4,F,38,MPI-Leipzig,Dunja
orangutan,Pongo pygmaeus,Y,N,A.not.B.Task,91.7,95.4,F,13,MPI-Leipzig,Padana
orangutan,Pongo pygmaeus,Y,N,A.not.B.Task,91.7,95.4,F,23,MPI-Leipzig,Pini
orangutan,Pongo pygmaeus,Y,N,A.not.B.Task,91.7,95.4,F,7,MPI-Leipzig,Toba
orangutan,Pongo pygmaeus,Y,N,A.not.B.Task,91.7,95.4,M,21,MPI-Leipzig,Walter
orangutan,Pongo pygmaeus,Y,Y,A.not.B.Task,91.7,95.4,F,13,National Zoo,Batang
orangutan,Pongo pygmaeus,Y,Y,A.not.B.Task,91.7,95.4,F,33,National Zoo,Bonnie
orangutan,Pongo pygmaeus,Y,Y,A.not.B.Task,91.7,95.4,F,23,National Zoo,Iris
orangutan,Pongo pygmaeus,Y,Y,A.not.B.Task,91.7,95.4,M,22,National Zoo,Kiko
orangutan,Pongo pygmaeus,Y,Y,A.not.B.Task,91.7,95.4,M,13,National Zoo,Kyle
orangutan,Pongo pygmaeus,Y,Y,A.not.B.Task,91.7,95.4,F,37,National Zoo,Lucy
red-bellied lemur,Eulemur rubriventer,N,Y,Cylinder.Task,63.8,NA,F,22,Duke Lemur Center,Cheyenne
red-bellied lemur,Eulemur rubriventer,N,Y,Cylinder.Task,63.8,NA,F,26,Duke Lemur Center,Dido
red-bellied lemur,Eulemur rubriventer,N,Y,Cylinder.Task,63.8,NA,F,15,Duke Lemur Center,Fox
red-bellied lemur,Eulemur rubriventer,N,Y,Cylinder.Task,63.8,NA,M,24,Duke Lemur Center,Hannibal
red-bellied lemur,Eulemur rubriventer,N,Y,Cylinder.Task,63.8,NA,F,20,Duke Lemur Center,Hopi
red-bellied lemur,Eulemur rubriventer,N,Y,Cylinder.Task,63.8,NA,M,18,Duke Lemur Center,Iroquois
red-bellied lemur,Eulemur rubriventer,N,Y,Cylinder.Task,63.8,NA,M,28,Duke Lemur Center,Mohawk
red-bellied lemur,Eulemur rubriventer,N,Y,Cylinder.Task,63.8,NA,M,22,Duke Lemur Center,Navajo
red-bellied lemur,Eulemur rubriventer,N,Y,A.not.B.Task,NA,NA,F,22,Duke Lemur Center,Cheyenne
red-bellied lemur,Eulemur rubriventer,N,Y,A.not.B.Task,NA,NA,F,26,Duke Lemur Center,Dido
red-bellied lemur,Eulemur rubriventer,N,Y,A.not.B.Task,NA,NA,F,15,Duke Lemur Center,Fox
red-bellied lemur,Eulemur rubriventer,N,Y,A.not.B.Task,NA,NA,M,24,Duke Lemur Center,Hannibal
red-bellied lemur,Eulemur rubriventer,N,Y,A.not.B.Task,NA,NA,F,20,Duke Lemur Center,Hopi
red-bellied lemur,Eulemur rubriventer,N,Y,A.not.B.Task,NA,NA,M,18,Duke Lemur Center,Iroquois
red-bellied lemur,Eulemur rubriventer,N,Y,A.not.B.Task,NA,NA,M,28,Duke Lemur Center,Mohawk
red-bellied lemur,Eulemur rubriventer,N,Y,A.not.B.Task,NA,NA,M,22,Duke Lemur Center,Navajo
rhesus macaque,Macaca mulatta,N,Y,Cylinder.Task,80,NA,F,9,Duke University,Bails
rhesus macaque,Macaca mulatta,N,Y,Cylinder.Task,80,NA,F,14,Duke University,Boxer
rhesus macaque,Macaca mulatta,N,Y,Cylinder.Task,80,NA,F,9,Duke University,Curry
rhesus macaque,Macaca mulatta,N,Y,Cylinder.Task,80,NA,F,15,Duke University,Feinstein
rhesus macaque,Macaca mulatta,N,Y,Cylinder.Task,80,NA,F,14,Duke University,Mikulski
rhesus macaque,Macaca mulatta,N,Y,Cylinder.Task,80,NA,F,14,Duke University,Schroeder
rhesus macaque,Macaca mulatta,N,Y,A.not.B.Task,NA,NA,F,9,Duke University,Bails
rhesus macaque,Macaca mulatta,N,Y,A.not.B.Task,NA,NA,F,14,Duke University,Boxer
rhesus macaque,Macaca mulatta,N,Y,A.not.B.Task,NA,NA,F,9,Duke University,Curry
rhesus macaque,Macaca mulatta,N,Y,A.not.B.Task,NA,NA,F,15,Duke University,Feinstein
rhesus macaque,Macaca mulatta,N,Y,A.not.B.Task,NA,NA,F,14,Duke University,Mikulski
rhesus macaque,Macaca mulatta,N,Y,A.not.B.Task,NA,NA,F,14,Duke University,Schroeder
ring-tailed lemur,Lemur catta,Y,N,Cylinder.Task,68.099999999999994,54,M,19,Duke Lemur Center,Aracus
ring-tailed lemur,Lemur catta,Y,N,Cylinder.Task,68.099999999999994,54,M,17,Duke Lemur Center,Aristides
ring-tailed lemur,Lemur catta,Y,Y,Cylinder.Task,68.099999999999994,54,M,6,Duke Lemur Center,Berisades
ring-tailed lemur,Lemur catta,N,Y,Cylinder.Task,68.099999999999994,54,M,8,Duke Lemur Center,Cap N' Lee
ring-tailed lemur,Lemur catta,Y,Y,Cylinder.Task,68.099999999999994,54,F,25,Duke Lemur Center,Cleius
ring-tailed lemur,Lemur catta,N,Y,Cylinder.Task,68.099999999999994,54,F,21,Duke Lemur Center,Cleonomis
ring-tailed lemur,Lemur catta,N,Y,Cylinder.Task,68.099999999999994,54,F,2,Duke Lemur Center,Ginger
ring-tailed lemur,Lemur catta,Y,Y,Cylinder.Task,68.099999999999994,54,M,6,Duke Lemur Center,Ivy
ring-tailed lemur,Lemur catta,Y,N,Cylinder.Task,68.099999999999994,54,M,17,Duke Lemur Center,Licinius
ring-tailed lemur,Lemur catta,Y,Y,Cylinder.Task,68.099999999999994,54,F,5,Duke Lemur Center,Lilah
ring-tailed lemur,Lemur catta,N,Y,Cylinder.Task,68.099999999999994,54,M,21,Duke Lemur Center,Nemo
ring-tailed lemur,Lemur catta,N,Y,Cylinder.Task,68.099999999999994,54,F,5,Duke Lemur Center,Nicaea
ring-tailed lemur,Lemur catta,Y,N,Cylinder.Task,68.099999999999994,54,F,13,Duke Lemur Center,Sosiphanes
ring-tailed lemur,Lemur catta,Y,Y,Cylinder.Task,68.099999999999994,54,F,6,Duke Lemur Center,Tellus
ring-tailed lemur,Lemur catta,Y,Y,Cylinder.Task,68.099999999999994,54,M,15,Duke Lemur Center,Teres
ring-tailed lemur,Lemur catta,Y,N,A.not.B.Task,40,54,M,19,Duke Lemur Center,Aracus
ring-tailed lemur,Lemur catta,Y,N,A.not.B.Task,40,54,M,17,Duke Lemur Center,Aristides
ring-tailed lemur,Lemur catta,Y,Y,A.not.B.Task,40,54,M,6,Duke Lemur Center,Berisades
ring-tailed lemur,Lemur catta,N,Y,A.not.B.Task,40,54,M,8,Duke Lemur Center,Cap N' Lee
ring-tailed lemur,Lemur catta,Y,Y,A.not.B.Task,40,54,F,25,Duke Lemur Center,Cleius
ring-tailed lemur,Lemur catta,N,Y,A.not.B.Task,40,54,F,21,Duke Lemur Center,Cleonomis
ring-tailed lemur,Lemur catta,N,Y,A.not.B.Task,40,54,F,2,Duke Lemur Center,Ginger
ring-tailed lemur,Lemur catta,Y,Y,A.not.B.Task,40,54,M,6,Duke Lemur Center,Ivy
ring-tailed lemur,Lemur catta,Y,N,A.not.B.Task,40,54,M,17,Duke Lemur Center,Licinius
ring-tailed lemur,Lemur catta,Y,Y,A.not.B.Task,40,54,F,5,Duke Lemur Center,Lilah
ring-tailed lemur,Lemur catta,N,Y,A.not.B.Task,40,54,M,21,Duke Lemur Center,Nemo
ring-tailed lemur,Lemur catta,N,Y,A.not.B.Task,40,54,F,5,Duke Lemur Center,Nicaea
ring-tailed lemur,Lemur catta,Y,N,A.not.B.Task,40,54,F,13,Duke Lemur Center,Sosiphanes
ring-tailed lemur,Lemur catta,Y,Y,A.not.B.Task,40,54,F,6,Duke Lemur Center,Tellus
ring-tailed lemur,Lemur catta,Y,Y,A.not.B.Task,40,54,M,15,Duke Lemur Center,Teres
ruffed lemur,Varecia variegata,N,Y,Cylinder.Task,69.7,39.799999999999997,M,19,Duke Lemur Center,Alphard
ruffed lemur,Varecia variegata,Y,N,Cylinder.Task,69.7,39.799999999999997,M,29,Duke Lemur Center,Amor
ruffed lemur,Varecia variegata,N,Y,Cylinder.Task,69.7,39.799999999999997,F,19,Duke Lemur Center,Antlia
ruffed lemur,Varecia variegata,Y,Y,Cylinder.Task,69.7,39.799999999999997,M,3,Duke Lemur Center,Aries
ruffed lemur,Varecia variegata,Y,Y,Cylinder.Task,69.7,39.799999999999997,M,22,Duke Lemur Center,Borealis
ruffed lemur,Varecia variegata,Y,Y,Cylinder.Task,69.7,39.799999999999997,F,6,Duke Lemur Center,Carina
ruffed lemur,Varecia variegata,N,Y,Cylinder.Task,69.7,39.799999999999997,M,24,Duke Lemur Center,Comet
ruffed lemur,Varecia variegata,N,Y,Cylinder.Task,69.7,39.799999999999997,F,19,Duke Lemur Center,Diphda
ruffed lemur,Varecia variegata,Y,N,Cylinder.Task,69.7,39.799999999999997,M,1,Duke Lemur Center,Eros
ruffed lemur,Varecia variegata,Y,N,Cylinder.Task,69.7,39.799999999999997,F,1,Duke Lemur Center,Esther
ruffed lemur,Varecia variegata,N,Y,Cylinder.Task,69.7,39.799999999999997,F,12,Duke Lemur Center,Grace
ruffed lemur,Varecia variegata,N,Y,Cylinder.Task,69.7,39.799999999999997,M,12,Duke Lemur Center,Hunter
ruffed lemur,Varecia variegata,Y,N,Cylinder.Task,69.7,39.799999999999997,F,2,Duke Lemur Center,Hydra
ruffed lemur,Varecia variegata,N,Y,Cylinder.Task,69.7,39.799999999999997,M,4,Duke Lemur Center,Junior
ruffed lemur,Varecia variegata,Y,N,Cylinder.Task,69.7,39.799999999999997,F,5,Duke Lemur Center,Kizzy
ruffed lemur,Varecia variegata,N,Y,Cylinder.Task,69.7,39.799999999999997,F,6,Duke Lemur Center,Little Dipper
ruffed lemur,Varecia variegata,Y,N,Cylinder.Task,69.7,39.799999999999997,F,2,Duke Lemur Center,Lyra
ruffed lemur,Varecia variegata,Y,N,Cylinder.Task,69.7,39.799999999999997,M,3,Duke Lemur Center,Scorpius
ruffed lemur,Varecia variegata,N,Y,A.not.B.Task,10,39.799999999999997,M,19,Duke Lemur Center,Alphard
ruffed lemur,Varecia variegata,Y,N,A.not.B.Task,10,39.799999999999997,M,29,Duke Lemur Center,Amor
ruffed lemur,Varecia variegata,N,Y,A.not.B.Task,10,39.799999999999997,F,19,Duke Lemur Center,Antlia
ruffed lemur,Varecia variegata,Y,Y,A.not.B.Task,10,39.799999999999997,M,3,Duke Lemur Center,Aries
ruffed lemur,Varecia variegata,Y,Y,A.not.B.Task,10,39.799999999999997,M,22,Duke Lemur Center,Borealis
ruffed lemur,Varecia variegata,Y,Y,A.not.B.Task,10,39.799999999999997,F,6,Duke Lemur Center,Carina
ruffed lemur,Varecia variegata,N,Y,A.not.B.Task,10,39.799999999999997,M,24,Duke Lemur Center,Comet
ruffed lemur,Varecia variegata,N,Y,A.not.B.Task,10,39.799999999999997,F,19,Duke Lemur Center,Diphda
ruffed lemur,Varecia variegata,Y,N,A.not.B.Task,10,39.799999999999997,M,1,Duke Lemur Center,Eros
ruffed lemur,Varecia variegata,Y,N,A.not.B.Task,10,39.799999999999997,F,1,Duke Lemur Center,Esther
ruffed lemur,Varecia variegata,N,Y,A.not.B.Task,10,39.799999999999997,F,12,Duke Lemur Center,Grace
ruffed lemur,Varecia variegata,N,Y,A.not.B.Task,10,39.799999999999997,M,12,Duke Lemur Center,Hunter
ruffed lemur,Varecia variegata,Y,N,A.not.B.Task,10,39.799999999999997,F,2,Duke Lemur Center,Hydra
ruffed lemur,Varecia variegata,N,Y,A.not.B.Task,10,39.799999999999997,M,4,Duke Lemur Center,Junior
ruffed lemur,Varecia variegata,Y,N,A.not.B.Task,10,39.799999999999997,F,5,Duke Lemur Center,Kizzy
ruffed lemur,Varecia variegata,N,Y,A.not.B.Task,10,39.799999999999997,F,6,Duke Lemur Center,Little Dipper
ruffed lemur,Varecia variegata,Y,N,A.not.B.Task,10,39.799999999999997,F,2,Duke Lemur Center,Lyra
ruffed lemur,Varecia variegata,Y,N,A.not.B.Task,10,39.799999999999997,M,3,Duke Lemur Center,Scorpius
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,Bk-OR
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,FY-WW
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,G-BkBk
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,G-OO
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,G-PkPk
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,G-WG
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,O-BkBk
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,O-lBl lBl
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,O-PuPu
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,Pu-BkBk
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,Pu-RR
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,R-WdBl
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,W-OW
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,W-PkPk
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,W-PuW
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,W-RW
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,Y-BkBk
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,Y-dBldBl
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,Y-OO
song sparrow,Melospiza melodia,N,Y,Cylinder.Task,26.5,NA,M,unknown,Duke University,Y-RY
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,Bk-OR
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,FY-WW
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,G-BkBk
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,G-OO
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,G-PkPk
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,G-WG
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,O-BkBk
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,O-lBl lBl
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,O-PuPu
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,Pu-BkBk
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,Pu-RR
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,R-WdBl
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,W-OW
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,W-PkPk
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,W-PuW
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,W-RW
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,Y-BkBk
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,Y-dBldBl
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,Y-OO
song sparrow,Melospiza melodia,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,Y-RY
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,F,subadult,Centenario Zoo,1
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,F,subadult,Centenario Zoo,2
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,M,subadult,Centenario Zoo,3
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,M,subadult,Centenario Zoo,4
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,F,adult,Centenario Zoo,8
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,F,adult,Centenario Zoo,9
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,F,adult,Centenario Zoo,11
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,M,adult,Centenario Zoo,21
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,M,adult,Centenario Zoo,22
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,M,adult,Centenario Zoo,23
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,F,subadult,Centenario Zoo,24
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,F,adult,Centenario Zoo,26
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,F,adult,Centenario Zoo,31
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,F,subadult,Centenario Zoo,old 7
spider monkey,Ateles geoffroyi,Y,N,Cylinder.Task,NA,NA,F,adult,Centenario Zoo,old 9
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,F,subadult,Centenario Zoo,1
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,F,subadult,Centenario Zoo,2
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,M,subadult,Centenario Zoo,3
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,M,subadult,Centenario Zoo,4
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,F,adult,Centenario Zoo,8
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,F,adult,Centenario Zoo,9
