Common.Name,Latin.Name,A.not.B.Y.N,Cylinder.Y.N,Task,Score,Composite.Score,Sex,Age,Population,Subject
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,F,adult,Centenario Zoo,11
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,M,adult,Centenario Zoo,21
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,M,adult,Centenario Zoo,22
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,M,adult,Centenario Zoo,23
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,F,subadult,Centenario Zoo,24
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,F,adult,Centenario Zoo,26
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,F,adult,Centenario Zoo,31
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,F,subadult,Centenario Zoo,old 7
spider monkey,Ateles geoffroyi,Y,N,A.not.B.Task,93.3,NA,F,adult,Centenario Zoo,old 9
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,M,18,Kyoto University,Boo
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,M,17,Kyoto University,Coboo
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,16,Kyoto University,Gye
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,16,Kyoto University,Homer
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,4,Kyoto University,Kantaro
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,14,Kyoto University,Lucca
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,M,9,Kyoto University,Roi
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,9,Kyoto University,Sayuri
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,4,Kyoto University,Sora
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,14,Kyoto University,Yaya
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,7,University of St. Andrews,Cali
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,7,University of St. Andrews,Ellie
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,10,University of St. Andrews,Jasmine
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,2,University of St. Andrews,Lexi
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,M,12,University of St. Andrews,Rio
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,9,University of St. Andrews,Roca
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,3,University of St. Andrews,Sancha
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,11,University of St. Andrews,Tatu
squirrel monkey,Saimiri sciureus,Y,Y,Cylinder.Task,33.700000000000003,24.7,F,6,University of St. Andrews,Toomi
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,M,18,Kyoto University,Boo
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,M,17,Kyoto University,Coboo
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,16,Kyoto University,Gye
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,16,Kyoto University,Homer
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,4,Kyoto University,Kantaro
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,14,Kyoto University,Lucca
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,M,9,Kyoto University,Roi
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,9,Kyoto University,Sayuri
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,4,Kyoto University,Sora
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,14,Kyoto University,Yaya
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,7,University of St. Andrews,Cali
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,7,University of St. Andrews,Ellie
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,10,University of St. Andrews,Jasmine
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,2,University of St. Andrews,Lexi
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,M,12,University of St. Andrews,Rio
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,9,University of St. Andrews,Roca
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,3,University of St. Andrews,Sancha
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,11,University of St. Andrews,Tatu
squirrel monkey,Saimiri sciureus,Y,Y,A.not.B.Task,15.8,24.7,F,6,University of St. Andrews,Toomi
stump-tailed macaque,Macaca arctoides,Y,N,Cylinder.Task,NA,NA,M,21,Peking University,Sub1
stump-tailed macaque,Macaca arctoides,Y,N,Cylinder.Task,NA,NA,M,22,Peking University,Sub2
stump-tailed macaque,Macaca arctoides,Y,N,Cylinder.Task,NA,NA,M,21,Peking University,Sub3
stump-tailed macaque,Macaca arctoides,Y,N,Cylinder.Task,NA,NA,M,8,Peking University,Sub4
stump-tailed macaque,Macaca arctoides,Y,N,Cylinder.Task,NA,NA,M,21,Peking University,Sub5
stump-tailed macaque,Macaca arctoides,Y,N,Cylinder.Task,NA,NA,F,9,Peking University,Sub6
stump-tailed macaque,Macaca arctoides,Y,N,Cylinder.Task,NA,NA,M,27,Peking University,Sub7
stump-tailed macaque,Macaca arctoides,Y,N,A.not.B.Task,57.1,NA,M,21,Peking University,Sub1
stump-tailed macaque,Macaca arctoides,Y,N,A.not.B.Task,57.1,NA,M,22,Peking University,Sub2
stump-tailed macaque,Macaca arctoides,Y,N,A.not.B.Task,57.1,NA,M,21,Peking University,Sub3
stump-tailed macaque,Macaca arctoides,Y,N,A.not.B.Task,57.1,NA,M,8,Peking University,Sub4
stump-tailed macaque,Macaca arctoides,Y,N,A.not.B.Task,57.1,NA,M,21,Peking University,Sub5
stump-tailed macaque,Macaca arctoides,Y,N,A.not.B.Task,57.1,NA,F,9,Peking University,Sub6
stump-tailed macaque,Macaca arctoides,Y,N,A.not.B.Task,57.1,NA,M,27,Peking University,Sub7
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw640
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw641
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw642
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw643
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw644
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw645
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw646
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw650
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw652
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw654
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw655
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw656
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw657
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw658
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw659
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw661
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw662
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw663
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw665
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw666
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw667
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw668
swamp sparrow,Melospiza georgiana,N,Y,Cylinder.Task,26.1,NA,F,unknown,Duke University,sw669
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw640
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw641
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw642
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw643
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw644
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw645
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw646
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw650
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw652
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw654
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw655
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw656
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw657
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw658
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw659
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw661
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw662
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw663
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw665
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw666
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw667
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw668
swamp sparrow,Melospiza georgiana,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,sw669
western scrub jay,Aphelocoma californica,Y,Y,Cylinder.Task,76.7,46.7,M,4,University of Cambridge,scrub201
western scrub jay,Aphelocoma californica,Y,Y,Cylinder.Task,76.7,46.7,unknown,4,University of Cambridge,scrub203
western scrub jay,Aphelocoma californica,Y,N,Cylinder.Task,76.7,46.7,M,4,University of Cambridge,scrub220
western scrub jay,Aphelocoma californica,Y,Y,Cylinder.Task,76.7,46.7,M,4,University of Cambridge,scrub222
western scrub jay,Aphelocoma californica,Y,Y,Cylinder.Task,76.7,46.7,F,4,University of Cambridge,scrub223
western scrub jay,Aphelocoma californica,Y,Y,Cylinder.Task,76.7,46.7,F,4,University of Cambridge,scrub224
western scrub jay,Aphelocoma californica,N,Y,Cylinder.Task,76.7,46.7,unknown,4,University of Cambridge,scrub229
western scrub jay,Aphelocoma californica,Y,Y,A.not.B.Task,16.7,46.7,M,4,University of Cambridge,scrub201
western scrub jay,Aphelocoma californica,Y,Y,A.not.B.Task,16.7,46.7,unknown,4,University of Cambridge,scrub203
western scrub jay,Aphelocoma californica,Y,N,A.not.B.Task,16.7,46.7,M,4,University of Cambridge,scrub220
western scrub jay,Aphelocoma californica,Y,Y,A.not.B.Task,16.7,46.7,M,4,University of Cambridge,scrub222
western scrub jay,Aphelocoma californica,Y,Y,A.not.B.Task,16.7,46.7,F,4,University of Cambridge,scrub223
western scrub jay,Aphelocoma californica,Y,Y,A.not.B.Task,16.7,46.7,F,4,University of Cambridge,scrub224
western scrub jay,Aphelocoma californica,N,Y,A.not.B.Task,16.7,46.7,unknown,4,University of Cambridge,scrub229
white carnea pigeon,Columba livia,NA,NA,Cylinder.Task,32.5,43.5,NA,NA,NA,NA
white carnea pigeon,Columba livia,NA,NA,A.not.B.Task,54.5,43.5,NA,NA,NA,NA
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 100
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 101
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 102
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 104
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 105
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 35
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 38
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 40
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 42
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 43
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 44
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 45
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 49
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 50
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 51
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 52
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 53
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 54
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 55
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 56
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 58
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 61
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 62
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 63
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 66
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 67
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 68
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 70
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 71
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 73
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 75
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 79
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 80
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 81
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 82
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 83
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 85
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 87
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 88
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 89
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 91
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 94
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 96
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 97
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,F,unknown,Duke University,zf 98
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf 99
zebra finch,Taeniopygia guttata,N,Y,Cylinder.Task,52.2,NA,M,unknown,Duke University,zf47
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 100
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 101
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 102
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 104
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 105
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 35
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 38
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 40
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 42
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 43
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 44
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 45
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 49
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 50
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 51
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 52
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 53
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 54
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 55
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 56
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 58
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 61
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 62
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 63
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 66
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 67
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 68
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 70
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 71
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 73
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 75
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 79
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 80
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 81
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 82
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 83
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 85
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 87
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 88
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 89
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 91
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 94
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 96
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 97
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,F,unknown,Duke University,zf 98
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf 99
zebra finch,Taeniopygia guttata,N,Y,A.not.B.Task,NA,NA,M,unknown,Duke University,zf47
